anime_id,name,genre,type,episodes,rating,members,images,videos
5084,Mai Mai Shinko to Sennen no Mahou,"Adventure, Drama",Movie,1,7.33,6491,Unknow,Unknow
7261,Mameshiba,Comedy,Special,24,7.33,3085,Unknow,Unknow
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action, Mecha, Sci-Fi",Special,1,7.33,4680,Unknow,Unknow
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Kids, Magic, Shoujo",Movie,1,7.33,2108,Unknow,Unknow
4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",TV,13,7.33,36075,Unknow,Unknow
1168,Musekinin Kanchou Tylor OVA,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006,Unknow,Unknow
20877,Music S.T.A.R.T!!,Music,Music,1,7.33,5729,Unknow,Unknow
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.33,37792,Unknow,Unknow
11019,Pokemon 3D Adventure: Mew wo Sagase!,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.33,5765,Unknow,Unknow
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama, Romance, Sports",TV,26,7.33,5758,Unknow,Unknow
22865,Rokujouma no Shinryakusha!? (TV),"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,76880,Unknow,Unknow
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",TV,11,7.33,101326,Unknow,Unknow
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"Adventure, Sci-Fi",Movie,1,7.33,524,Unknow,Unknow
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678,Unknow,Unknow
3956,Shakugan no Shana II (Second) Specials,"Comedy, Parody",Special,3,7.33,34305,Unknow,Unknow
100,Shin Shirayuki-hime Densetsu Prétear,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,13,7.33,37394,Unknow,Unknow
5504,Shinkyoku Soukai Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School",TV,12,7.33,16720,Unknow,Unknow
12191,Smile Precure!,"Action, Fantasy, Magic, Shoujo",TV,48,7.33,10568,Unknow,Unknow
1652,Uchuu Senkan Yamato III,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,2568,Unknow,Unknow
180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,53360,Unknow,Unknow
3269,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi",Movie,1,7.32,22537,Unknow,Unknow
11375,.hack//The Movie: Sekai no Mukou ni,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617,Unknow,Unknow
13939,Accel World EX,"Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198,Unknow,Unknow
10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753,Unknow,Unknow
2920,Ashita no Joe (Movie),"Action, Drama, Sports",Movie,1,7.32,1540,Unknow,Unknow
15711,Bakuman.: Deraman.,"Comedy, School, Shounen",Special,2,7.32,7962,Unknow,Unknow
15687,Chuunibyou demo Koi ga Shitai! Lite,"Comedy, School",ONA,6,7.32,60139,Unknow,Unknow
1683,Di Gi Charat Nyo,"Comedy, Fantasy, Sci-Fi",TV,104,7.32,3782,Unknow,Unknow
11783,Dog Days&#039;,"Action, Adventure, Fantasy, Magic",TV,13,7.32,55277,Unknow,Unknow
2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure,Movie,1,7.32,1156,Unknow,Unknow
2030,El Cazador de la Bruja,"Adventure, Drama, Mystery",TV,26,7.32,31874,Unknow,Unknow
2624,"Flanders no Inu, Boku no Patrasche","Drama, Historical",TV,26,7.32,811,Unknow,Unknow
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",TV,52,7.32,2387,Unknow,Unknow
31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287,Unknow,Unknow
32071,Gantz:O,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569,Unknow,Unknow
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,"Drama, Shoujo",OVA,3,7.32,1248,Unknow,Unknow
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"Comedy, Mystery",Special,1,7.32,46415,Unknow,Unknow
10507,Inazuma Eleven Go,"Shounen, Sports, Super Power",TV,47,7.32,18480,Unknow,Unknow
16774,Inferno Cop,"Action, Police",ONA,13,7.32,37500,Unknow,Unknow
28387,Joukamachi no Dandelion,"Comedy, Seinen, Slice of Life, Super Power",TV,12,7.32,64307,Unknow,Unknow
21563,Kamigami no Asobi,"Fantasy, Harem, Romance, Shoujo, Supernatural",TV,12,7.32,61410,Unknow,Unknow
52,Kidou Tenshi Angelic Layer,"Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758,Unknow,Unknow
4195,Kodomo no Jikan: Ni Gakki,"Comedy, Ecchi, School",OVA,3,7.32,20256,Unknow,Unknow
6163,Kuroshitsuji Recap,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.32,20616,Unknow,Unknow
6016,Kyoushoku Soukou Guyver (1989),"Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090,Unknow,Unknow
3247,Love Hina Final Selection,"Comedy, Ecchi, Harem, Romance",OVA,1,7.32,21824,Unknow,Unknow
1416,Lupin III: Dead or Alive,"Action, Adventure, Comedy, Shounen",Movie,1,7.32,4296,Unknow,Unknow
12637,Mo Gyutto Love de Sekkinchuu!,Music,Music,1,7.32,6713,Unknow,Unknow
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi, Mystery, Romance, Seinen",OVA,1,7.32,17967,Unknow,Unknow
351,Ojamajo Doremi Sharp,"Comedy, Magic, Shoujo",TV,49,7.32,7878,Unknow,Unknow
12001,One Piece 3D: Gekisou! Trap Coaster,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.32,10373,Unknow,Unknow
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",TV,13,7.32,156116,Unknow,Unknow
9981,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",TV,25,7.32,64958,Unknow,Unknow
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.32,42389,Unknow,Unknow
1191,Saber Marionette J Again,"Action, Comedy, Harem, Mecha, Romance, Sci-Fi",OVA,6,7.32,7289,Unknow,Unknow
1124,Seikai no Danshou: Tanjou,"Military, Romance, Sci-Fi, Space",Special,1,7.32,5324,Unknow,Unknow
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"Action, Historical, Martial Arts, Samurai",Special,1,7.32,9553,Unknow,Unknow
866,Slayers Premium,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.32,13008,Unknow,Unknow
2583,Soukou Kihei Votoms: The Last Red Shoulder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895,Unknow,Unknow
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472,Unknow,Unknow
10232,Tamayura: Hitotose,"Comedy, Drama, Slice of Life",TV,12,7.32,25760,Unknow,Unknow
14835,The iDOLM@STER Shiny Festa,"Comedy, Drama, Music",OVA,3,7.32,9893,Unknow,Unknow
30740,Young Black Jack,"Drama, Historical, Seinen",TV,12,7.32,42139,Unknow,Unknow
18441,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",OVA,1,7.31,48728,Unknow,Unknow
33929,Boku no Hero Academia: Jump Festa 2016 Special,"Action, Comedy, School, Shounen, Super Power",Special,1,7.32,17401,Unknow,Unknow
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.31,8252,Unknow,Unknow
27825,Dragon Nest: Warriors&#039; Dawn,"Action, Adventure, Fantasy, Magic",Movie,1,7.31,1928,Unknow,Unknow
3218,Gensoumaden Saiyuuki OVA,"Adventure, Shounen, Supernatural",OVA,2,7.31,3223,Unknow,Unknow
1335,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,"Comedy, Mecha, Sci-Fi",Special,26,7.31,18178,Unknow,Unknow
915,Ginga Densetsu Weed,"Adventure, Drama, Shounen",TV,26,7.31,7484,Unknow,Unknow
2987,Ginga Hyouryuu Vifam,"Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329,Unknow,Unknow
15617,Jinrui wa Suitai Shimashita Specials,"Comedy, Fantasy, Seinen",Special,6,7.31,11459,Unknow,Unknow
3010,Kaiketsu Zorro,"Adventure, Historical, Shounen",TV,52,7.31,5243,Unknow,Unknow
16668,Kakumeiki Valvrave,"Action, Mecha, Space",TV,12,7.31,96718,Unknow,Unknow
274,Kiddy Grade,"Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766,Unknow,Unknow
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",Special,1,7.31,40858,Unknow,Unknow
32543,Lu Shidai 2nd Season,"Action, Adventure, Comedy, Game, Parody",ONA,13,7.31,740,Unknow,Unknow
1429,Lupin III: Nusumareta Lupin,"Action, Adventure, Comedy, Shounen",Special,1,7.31,2694,Unknow,Unknow
2818,Madou King Granzort,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835,Unknow,Unknow
333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",TV,51,7.31,1711,Unknow,Unknow
6262,Manga Sekai Mukashibanashi,"Adventure, Drama, Fantasy, Historical",TV,127,7.31,591,Unknow,Unknow
3437,Mister Ajikko,"Comedy, Shounen",TV,99,7.31,1828,Unknow,Unknow
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,"Comedy, Sports",Special,2,7.31,4495,Unknow,Unknow
1835,Ryuusei no Rockman,"Action, Game, Sci-Fi, Shounen",TV,55,7.31,6670,Unknow,Unknow
529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",TV,13,7.31,58051,Unknow,Unknow
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"Drama, Fantasy, Romance",Movie,1,7.31,1705,Unknow,Unknow
79,Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,24,7.31,158772,Unknow,Unknow
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic",TV,26,7.31,50455,Unknow,Unknow
1860,Tokyo Majin Gakuen Kenpucho: Tou,"Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural",TV,14,7.31,43632,Unknow,Unknow
201,Video Girl Ai,"Comedy, Drama, Ecchi, Romance",OVA,6,7.31,13970,Unknow,Unknow
3322,Wagaya no Oinari-sama.,"Adventure, Fantasy, Shounen, Supernatural",TV,24,7.31,23132,Unknow,Unknow
3043,Andersen Douwa: Ningyohime,"Fantasy, Romance, Shoujo",Movie,1,7.3,2535,Unknow,Unknow
2333,Anime Sanjuushi,"Adventure, Drama, Historical, Romance",TV,52,7.3,2102,Unknow,Unknow
6901,Battle Spirits: Shounen Gekiha Dan,"Action, Game, Shounen",TV,50,7.3,1135,Unknow,Unknow
12651,Danball Senki W,"Action, Kids, Mecha",TV,58,7.3,2088,Unknow,Unknow
2748,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",TV,65,7.3,2578,Unknow,Unknow
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,"Comedy, Mystery, Police, Shounen",OVA,1,7.3,6931,Unknow,Unknow
12623,Egomama,Music,Music,1,7.29,1471,Unknow,Unknow
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi",TV,13,7.3,38498,Unknow,Unknow
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Fantasy, Romance, Shoujo",TV,10,7.3,25885,Unknow,Unknow
1774,HeatGuy J Special,"Action, Adventure, Mecha, Police, Sci-Fi",Special,1,7.3,1675,Unknow,Unknow
31500,High School Fleet,"Action, Military, School",TV,12,7.3,38646,Unknow,Unknow
1358,Hokuto no Ken Movie,"Adventure, Sci-Fi, Shounen",Movie,1,7.3,9328,Unknow,Unknow
2745,Jigoku Sensei Nube OVA,"Action, Comedy, Demons, Horror, School, Shounen, Supernatural",OVA,3,7.3,1426,Unknow,Unknow
20505,Kimi to Boku,"Drama, Slice of Life",ONA,1,7.3,1276,Unknow,Unknow
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School",TV,12,7.3,91552,Unknow,Unknow
4903,Kyou no 5 no 2 (TV),"Comedy, Ecchi, School, Seinen",TV,13,7.3,22991,Unknow,Unknow
277,Mahoromatic 2,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,21393,Unknow,Unknow
1017,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,7.3,20105,Unknow,Unknow
10397,Mashiro-iro Symphony: The Color of Lovers,"Drama, Harem, Romance, School",TV,12,7.3,77284,Unknow,Unknow
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Action, Kids, Magic, Shoujo",Movie,1,7.3,1963,Unknow,Unknow
1847,Rec: Yurusarezarumono,"Comedy, Drama, Romance",Special,1,7.3,16654,Unknow,Unknow
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports",TV,12,7.3,21125,Unknow,Unknow
34085,Sakura Nagashi,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,7.29,2945,Unknow,Unknow
31280,Selector Destructed WIXOSS Movie,"Game, Psychological",Movie,1,7.3,9447,Unknow,Unknow
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen",TV,23,7.3,5134,Unknow,Unknow
11341,Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery, Super Power",TV,12,7.3,11941,Unknow,Unknow
6169,Tenjou-jin to Akuto-jin Saigo no Tatakai,"Action, Fantasy, Magic, Super Power, Supernatural",Movie,1,7.3,5223,Unknow,Unknow
178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",TV,26,7.3,20062,Unknow,Unknow
1920,Urusei Yatsura Movie 1: Only You,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,3818,Unknow,Unknow
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",TV,49,7.3,6390,Unknow,Unknow
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,19772,Unknow,Unknow
30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",TV,12,7.29,97674,Unknow,Unknow
6164,Aoi Hana,"Romance, Shoujo Ai, Slice of Life",TV,11,7.29,43279,Unknow,Unknow
1736,B&#039;T X Neo,"Action, Adventure, Shounen",OVA,14,7.29,2864,Unknow,Unknow
2589,Black Cat Special,"Action, Comedy, Shounen",Special,1,7.29,15333,Unknow,Unknow
4071,Black Jack (TV): Hizouban Specials,Adventure,Special,2,7.29,1707,Unknow,Unknow
12079,Black★Rock Shooter,"Action, Music",Music,1,7.29,40641,Unknow,Unknow
526,Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi, Shoujo",OVA,6,7.29,7254,Unknow,Unknow
21437,Buddy Complex,"Action, Mecha, Sci-Fi",TV,13,7.29,44006,Unknow,Unknow
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.29,1640,Unknow,Unknow
5216,D.C.if: Da Capo if,"Drama, Harem, Magic, Romance",OVA,2,7.29,11482,Unknow,Unknow
7081,Danball Senki,"Action, Kids, Mecha",TV,44,7.29,3682,Unknow,Unknow
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449,Unknow,Unknow
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space",Movie,1,7.29,1124,Unknow,Unknow
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo",Movie,1,7.29,2861,Unknow,Unknow
652,Galaxy Angel Z,"Comedy, Sci-Fi",TV,9,7.29,6616,Unknow,Unknow
395,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240,Unknow,Unknow
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",TV,26,7.29,5947,Unknow,Unknow
8120,Gotou ni Naritai.,"Drama, School, Slice of Life",Movie,1,7.29,1201,Unknow,Unknow
5041,Guin Saga,"Adventure, Fantasy",TV,26,7.29,26176,Unknow,Unknow
1371,Hi no Tori,"Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247,Unknow,Unknow
1116,Junkers Come Here,"Drama, Slice of Life",Movie,1,7.29,2858,Unknow,Unknow
26441,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",TV,12,7.29,75460,Unknow,Unknow
6954,Kara no Kyoukai: Shuushou,Mystery,Special,1,7.29,45718,Unknow,Unknow
1556,Kikoushi Enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",OVA,4,7.29,11902,Unknow,Unknow
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police",Movie,1,7.29,786,Unknow,Unknow
5079,Kurokami The Animation,"Action, Martial Arts, Super Power",TV,23,7.29,72750,Unknow,Unknow
10456,Kyoukaisenjou no Horizon,"Action, Fantasy",TV,13,7.29,90977,Unknow,Unknow
1413,Lupin III: Alcatraz Connection,"Action, Adventure, Comedy, Shounen",Special,1,7.29,3242,Unknow,Unknow
276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,36656,Unknow,Unknow
352,Motto! Ojamajo Doremi,"Comedy, Fantasy, Magic, Shoujo",TV,50,7.29,8760,Unknow,Unknow
6023,Nogizaka Haruka no Himitsu: Purezza,"Comedy, Ecchi, Romance",TV,12,7.29,45161,Unknow,Unknow
2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",Movie,1,7.29,2037,Unknow,Unknow
2108,Rockman.EXE Axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,9025,Unknow,Unknow
1362,Street Fighter II: The Movie,"Action, Martial Arts, Shounen",Movie,1,7.29,15421,Unknow,Unknow
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.29,35730,Unknow,Unknow
3593,Utawarerumono OVA,"Action, Comedy, Fantasy",OVA,3,7.29,13738,Unknow,Unknow
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Comedy, School, Shounen, Slice of Life",TV,12,7.29,257925,Unknow,Unknow
3692,Yes! Precure 5 GoGo!,"Action, Fantasy, Magic, School, Shoujo",TV,48,7.29,3619,Unknow,Unknow
550,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,7.29,89243,Unknow,Unknow
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,"Kids, School, Shoujo",Special,1,7.29,5984,Unknow,Unknow
19759,Ansatsu Kyoushitsu,"Action, Comedy, Shounen",Special,1,7.28,35230,Unknow,Unknow
1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,68626,Unknow,Unknow
30711,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,"Action, Mecha, Military",Movie,1,7.28,23592,Unknow,Unknow
974,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717,Unknow,Unknow
24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",TV,12,7.28,61228,Unknow,Unknow
2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330,Unknow,Unknow
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",TV,10,7.28,100392,Unknow,Unknow
19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",OVA,1,7.28,8892,Unknow,Unknow
1140,Giniro no Kami no Agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,45084,Unknow,Unknow
6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",Movie,1,7.28,2814,Unknow,Unknow
20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,65402,Unknow,Unknow
34178,Inazuma Eleven: Outer Code,Sports,ONA,Unknown,7.28,1072,Unknow,Unknow
2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",TV,45,7.28,4157,Unknow,Unknow
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,7.28,156627,Unknow,Unknow
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Shounen",Special,1,7.28,3183,Unknow,Unknow
24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,7.28,114612,Unknow,Unknow
2834,Miracle☆Girls,"Drama, Magic, Shoujo",TV,51,7.28,2033,Unknow,Unknow
4134,Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy,Special,1,7.28,34056,Unknow,Unknow
3111,Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports",OVA,1,7.28,1843,Unknow,Unknow
14293,Nerawareta Gakuen,"Romance, School, Sci-Fi",Movie,1,7.28,44787,Unknow,Unknow
613,Onmyou Taisenki,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.28,3945,Unknow,Unknow
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life",Special,1,7.28,22414,Unknow,Unknow
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.28,3046,Unknow,Unknow
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992,Unknow,Unknow
23987,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",Movie,1,7.28,7034,Unknow,Unknow
1108,Senkaiden Houshin Engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",TV,26,7.28,10449,Unknow,Unknow
1080,Sentou Yousei Yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957,Unknow,Unknow
1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",OVA,1,7.28,26234,Unknow,Unknow
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448,Unknow,Unknow
2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332,Unknow,Unknow
12695,Tight-rope,"Romance, Shounen Ai",OVA,2,7.28,18866,Unknow,Unknow
5397,Usavich III,Comedy,TV,13,7.28,3038,Unknow,Unknow
6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",Special,1,7.28,18651,Unknow,Unknow
5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,7014,Unknow,Unknow
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280,Unknow,Unknow
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763,Unknow,Unknow
1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970,Unknow,Unknow
34349,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",OVA,2,7.25,1885,Unknow,Unknow
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,1342,Unknow,Unknow
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,408,Unknow,Unknow
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,7.27,11981,Unknow,Unknow
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,7.27,2640,Unknow,Unknow
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335,Unknow,Unknow
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,7.27,5118,Unknow,Unknow
2416,Grander Musashi RV,"Adventure, Sports",TV,39,7.27,987,Unknow,Unknow
650,Gunsmith Cats,"Action, Comedy, Police, Seinen",OVA,3,7.27,15176,Unknow,Unknow
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,14622,Unknow,Unknow
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,32828,Unknow,Unknow
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,41960,Unknow,Unknow
1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",TV,25,7.27,5646,Unknow,Unknow
1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265,Unknow,Unknow
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",TV,25,7.27,4420,Unknow,Unknow
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,35243,Unknow,Unknow
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093,Unknow,Unknow
17819,Kyoto Animation: Suiei-hen,Sports,Special,1,7.27,8347,Unknow,Unknow
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859,Unknow,Unknow
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",Special,1,7.27,2338,Unknow,Unknow
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772,Unknow,Unknow
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037,Unknow,Unknow
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.27,30378,Unknow,Unknow
